ens_gene_id,symbol,chr,tagwise_dispersion,gene_type
ENSG00000101000,PROCR,20,0.468,trans
ENSG00000101003,GINS1,20,0.241,trans
ENSG00000101004,NINL,20,0.271,trans
ENSG00000101019,UQCC1,20,0.153,trans
ENSG00000101040,ZMYND8,20,0.137,trans
ENSG00000101049,SGK2,20,0.345,trans
ENSG00000101052,IFT52,20,0.15,trans
ENSG00000101057,MYBL2,20,0.159,trans
ENSG00000101074,R3HDML,20,0.713,trans
ENSG00000101076,HNF4A,20,0.938,trans
ENSG00000101079,NDRG3,20,0.166,trans
ENSG00000101082,SLA2,20,0.45,trans
ENSG00000101084,RAB5IF,20,0.128,trans
ENSG00000101096,NFATC2,20,0.179,trans
ENSG00000101098,RIMS4,20,0.31,trans
ENSG00000101104,PABPC1L,20,0.296,trans
ENSG00000101109,STK4,20,0.252,trans
ENSG00000101115,SALL4,20,0.583,trans
ENSG00000101126,ADNP,20,0.156,trans
ENSG00000101132,PFDN4,20,0.132,trans
ENSG00000101134,DOK5,20,0.131,trans
ENSG00000101138,CSTF1,20,0.207,trans
ENSG00000101144,BMP7,20,0.248,trans
ENSG00000101146,RAE1,20,0.157,trans
ENSG00000101150,TPD52L2,20,0.184,trans
ENSG00000101152,DNAJC5,20,0.225,trans
ENSG00000101158,NELFCD,20,0.653,trans
ENSG00000101160,CTSZ,20,0.136,trans
ENSG00000101161,PRPF6,20,0.138,trans
ENSG00000101162,TUBB1,20,0.457,trans
ENSG00000101166,PRELID3B,20,0.091,trans
ENSG00000101181,MTG2,20,0.22,trans
ENSG00000101182,PSMA7,20,0.107,trans
ENSG00000101187,SLCO4A1,20,0.344,trans
ENSG00000101188,NTSR1,20,0.559,trans
ENSG00000101189,MRGBP,20,0.174,trans
ENSG00000101190,TCFL5,20,0.095,trans
ENSG00000101191,DIDO1,20,0.196,trans
ENSG00000101193,GID8,20,0.194,trans
ENSG00000101199,ARFGAP1,20,0.205,trans
ENSG00000101203,COL20A1,20,0.695,trans
ENSG00000101210,EEF1A2,20,1.224,trans
ENSG00000101213,PTK6,20,0.195,trans
ENSG00000101216,GMEB2,20,0.183,trans
ENSG00000101220,C20orf27,20,0.092,trans
ENSG00000101222,SPEF1,20,0.176,trans
ENSG00000101224,CDC25B,20,0.245,trans
ENSG00000101230,ISM1,20,0.241,trans
ENSG00000101236,RNF24,20,0.155,trans
ENSG00000101246,ARFRP1,20,1.911,trans
ENSG00000101247,NDUFAF5,20,0.164,trans
ENSG00000101255,TRIB3,20,0.166,trans
ENSG00000101265,RASSF2,20,0.292,trans
ENSG00000101266,CSNK2A1,20,0.164,trans
ENSG00000101276,SLC52A3,20,0.222,trans
ENSG00000101282,RSPO4,20,0.555,trans
ENSG00000101290,CDS2,20,0.215,trans
ENSG00000101292,PROKR2,20,0.886,trans
ENSG00000101294,HM13,20,0.105,trans
ENSG00000101298,SNPH,20,0.206,trans
ENSG00000101306,MYLK2,20,0.988,trans
ENSG00000101307,SIRPB1,20,0.237,trans
ENSG00000101310,SEC23B,20,0.11,trans
ENSG00000101311,FERMT1,20,0.219,trans
ENSG00000101323,HAO1,20,0.514,trans
ENSG00000101331,CCM2L,20,0.464,trans
ENSG00000101333,PLCB4,20,0.333,trans
ENSG00000101335,MYL9,20,0.097,trans
ENSG00000101336,HCK,20,0.229,trans
ENSG00000101337,TM9SF4,20,0.185,trans
ENSG00000101343,CRNKL1,20,0.122,trans
ENSG00000101346,POFUT1,20,0.241,trans
ENSG00000101347,SAMHD1,20,2.967,trans
ENSG00000101350,KIF3B,20,0.279,trans
ENSG00000101353,MROH8,20,0.243,trans
ENSG00000101361,NOP56,20,0.144,trans
ENSG00000101363,MANBAL,20,0.162,trans
ENSG00000101365,IDH3B,20,0.126,trans
ENSG00000101367,MAPRE1,20,0.122,trans
ENSG00000101384,JAG1,20,0.179,trans
ENSG00000101391,CDK5RAP1,20,0.156,trans
ENSG00000101400,SNTA1,20,0.335,trans
ENSG00000101407,TTI1,20,0.138,trans
ENSG00000101412,E2F1,20,0.208,trans
ENSG00000101413,RPRD1B,20,0.226,trans
ENSG00000101417,PXMP4,20,0.676,trans
ENSG00000101421,CHMP4B,20,0.112,trans
ENSG00000101439,CST3,20,0.31,trans
ENSG00000101442,ACTR5,20,0.161,trans
ENSG00000101443,WFDC2,20,0.3,trans
ENSG00000101444,AHCY,20,0.126,trans
ENSG00000101448,EPPIN,20,0.246,trans
ENSG00000101452,DHX35,20,0.223,trans
ENSG00000101457,DNTTIP1,20,0.106,trans
ENSG00000101460,MAP1LC3A,20,0.094,trans
ENSG00000101464,PIGU,20,0.095,trans
ENSG00000101470,TNNC2,20,1.759,trans
ENSG00000101473,ACOT8,20,0.085,trans
ENSG00000101474,APMAP,20,0.212,trans
ENSG00000101489,CELF4,18,0.188,trans
ENSG00000101493,ZNF516,18,0.236,trans
ENSG00000101544,ADNP2,18,0.281,trans
ENSG00000101546,RBFA,18,0.23,trans
ENSG00000101557,USP14,18,0.112,trans
ENSG00000101558,VAPA,18,0.093,trans
ENSG00000101574,METTL4,18,0.125,trans
ENSG00000101577,LPIN2,18,0.29,trans
ENSG00000101596,SMCHD1,18,0.191,trans
ENSG00000101605,MYOM1,18,0.469,trans
ENSG00000101608,MYL12A,18,0.14,trans
ENSG00000101624,CEP76,18,0.18,trans
ENSG00000101638,ST8SIA5,18,0.836,trans
ENSG00000101639,CEP192,18,0.286,trans
ENSG00000101654,RNMT,18,0.249,trans
ENSG00000101665,SMAD7,18,0.277,trans
ENSG00000101670,LIPG,18,0.716,trans
ENSG00000101680,LAMA1,18,0.599,trans
ENSG00000101695,RNF125,18,0.224,trans
ENSG00000101745,ANKRD12,18,0.34,trans
ENSG00000101751,POLI,18,0.179,trans
ENSG00000101752,MIB1,18,0.149,trans
ENSG00000101773,RBBP8,18,0.168,trans
ENSG00000101782,RIOK3,18,0.102,trans
ENSG00000101811,CSTF2,X,0.198,trans
ENSG00000101812,H2BW2,X,0.157,trans
ENSG00000101825,MXRA5,X,0.236,trans
ENSG00000101842,VSIG1,X,0.304,trans
ENSG00000101843,PSMD10,X,0.102,trans
ENSG00000101844,ATG4A,X,0.129,trans
ENSG00000101846,STS,X,0.137,trans
ENSG00000101849,TBL1X,X,0.218,trans
ENSG00000101850,GPR143,X,0.341,trans
ENSG00000101856,PGRMC1,X,0.137,trans
ENSG00000101868,POLA1,X,0.241,trans
ENSG00000101871,MID1,X,0.159,trans
ENSG00000101882,NKAP,X,0.134,trans
ENSG00000101888,NXT2,X,0.128,trans
ENSG00000101892,ATP1B4,X,1.242,trans
ENSG00000101901,ALG13,X,0.126,trans
ENSG00000101911,PRPS2,X,0.109,trans
ENSG00000101916,TLR8,X,0.28,trans
ENSG00000101928,MOSPD1,X,0.121,trans
ENSG00000101935,AMMECR1,X,0.12,trans
ENSG00000101938,CHRDL1,X,0.373,trans
ENSG00000101940,WDR13,X,0.127,trans
ENSG00000101945,SUV39H1,X,0.177,trans
ENSG00000101955,SRPX,X,1.165,trans
ENSG00000101958,GLRA2,X,0.451,trans
ENSG00000101966,XIAP,X,0.112,trans
ENSG00000101972,STAG2,X,0.111,trans
ENSG00000101974,ATP11C,X,0.273,trans
ENSG00000101986,ABCD1,X,0.094,trans
ENSG00000101997,CCDC22,X,0.126,trans
ENSG00000102001,CACNA1F,X,0.195,trans
ENSG00000102003,SYP,X,0.234,trans
ENSG00000102007,PLP2,X,0.138,trans
ENSG00000102010,BMX,X,0.412,trans
ENSG00000102024,PLS3,X,0.155,trans
ENSG00000102030,NAA10,X,0.142,trans
ENSG00000102032,RENBP,X,0.254,trans
ENSG00000102034,ELF4,X,0.196,trans
ENSG00000102038,SMARCA1,X,0.137,trans
ENSG00000102043,MTMR8,X,0.539,trans
ENSG00000102048,ASB9,X,0.209,trans
ENSG00000102053,ZC3H12B,X,0.433,trans
ENSG00000102054,RBBP7,X,0.159,trans
ENSG00000102057,KCND1,X,0.261,trans
ENSG00000102078,SLC25A14,X,0.215,trans
ENSG00000102081,FMR1,X,0.166,trans
ENSG00000102096,PIM2,X,0.188,trans
ENSG00000102098,SCML2,X,0.228,trans
ENSG00000102100,SLC35A2,X,0.202,trans
ENSG00000102103,PQBP1,X,0.146,trans
ENSG00000102109,PCSK1N,X,1.295,trans
ENSG00000102119,EMD,X,0.088,trans
ENSG00000102125,TAFAZZIN,X,0.889,trans
ENSG00000102128,RAB40AL,X,0.329,trans
ENSG00000102144,PGK1,X,0.223,trans
ENSG00000102158,MAGT1,X,0.191,trans
ENSG00000102172,SMS,X,0.128,trans
ENSG00000102174,PHEX,X,0.17,trans
ENSG00000102178,UBL4A,X,0.163,trans
ENSG00000102181,CD99L2,X,0.194,trans
ENSG00000102189,EEA1,12,0.103,trans
ENSG00000102218,RP2,X,0.118,trans
ENSG00000102221,JADE3,X,3.834,trans
ENSG00000102225,CDK16,X,0.153,trans
ENSG00000102226,USP11,X,0.148,trans
ENSG00000102230,PCYT1B,X,0.317,trans
ENSG00000102241,HTATSF1,X,0.137,trans
ENSG00000102243,VGLL1,X,0.108,trans
ENSG00000102265,TIMP1,X,0.184,trans
ENSG00000102271,KLHL4,X,0.438,trans
ENSG00000102287,GABRE,X,0.45,trans
ENSG00000102290,PCDH11X,X,1.014,trans
ENSG00000102302,FGD1,X,0.126,trans
ENSG00000102309,PIN4,X,0.119,trans
ENSG00000102312,PORCN,X,0.144,trans
ENSG00000102313,ITIH6,X,0.228,trans
ENSG00000102316,MAGED2,X,0.086,trans
ENSG00000102317,RBM3,X,0.292,trans
ENSG00000102349,KLF8,X,0.339,trans
ENSG00000102359,SRPX2,X,0.231,trans
ENSG00000102362,SYTL4,X,0.265,trans
ENSG00000102383,ZDHHC15,X,0.249,trans
ENSG00000102384,CENPI,X,0.322,trans
ENSG00000102385,DRP2,X,0.438,trans
ENSG00000102387,TAF7L,X,0.323,trans
ENSG00000102390,PBDC1,X,0.179,trans
ENSG00000102393,GLA,X,0.137,trans
ENSG00000102401,ARMCX3,X,0.196,trans
ENSG00000102409,BEX4,X,0.107,trans
ENSG00000102445,RUBCNL,13,0.331,trans
ENSG00000102452,NALCN,13,0.271,trans
ENSG00000102466,FGF14,13,0.334,trans
ENSG00000102468,HTR2A,13,0.574,trans
ENSG00000102471,NDFIP2,13,0.099,trans
ENSG00000102524,TNFSF13B,13,0.369,trans
ENSG00000102531,FNDC3A,13,0.13,trans
ENSG00000102543,CDADC1,13,0.202,trans
ENSG00000102547,CAB39L,13,0.129,trans
ENSG00000102554,KLF5,13,0.126,trans
ENSG00000102572,STK24,13,0.125,trans
ENSG00000102575,ACP5,19,0.078,trans
ENSG00000102580,DNAJC3,13,0.194,trans
ENSG00000102595,UGGT2,13,0.166,trans
ENSG00000102606,ARHGEF7,13,0.26,trans
ENSG00000102678,FGF9,13,0.209,trans
ENSG00000102699,PARP4,13,0.172,trans
ENSG00000102710,SUPT20H,13,0.111,trans
ENSG00000102738,MRPS31,13,0.101,trans
ENSG00000102743,SLC25A15,13,0.643,trans
ENSG00000102753,KPNA3,13,0.091,trans
ENSG00000102755,FLT1,13,0.209,trans
ENSG00000102760,RGCC,13,0.106,trans
ENSG00000102763,VWA8,13,0.128,trans
ENSG00000102780,DGKH,13,0.181,trans
ENSG00000102781,KATNAL1,13,0.181,trans
ENSG00000102786,INTS6,13,0.236,trans
ENSG00000102796,DHRS12,13,0.141,trans
ENSG00000102802,MEDAG,13,0.438,trans
ENSG00000102804,TSC22D1,13,0.167,trans
ENSG00000102805,CLN5,13,0.344,trans
ENSG00000102837,OLFM4,13,0.143,trans
ENSG00000102854,MSLN,16,0.49,trans
ENSG00000102858,MGRN1,16,0.154,trans
ENSG00000102870,ZNF629,16,0.206,trans
ENSG00000102871,TRADD,16,0.075,trans
ENSG00000102878,HSF4,16,0.376,trans
ENSG00000102879,CORO1A,16,0.223,trans
ENSG00000102882,MAPK3,16,0.096,trans
ENSG00000102886,GDPD3,16,0.145,trans
ENSG00000102890,ELMO3,16,0.09,trans
ENSG00000102893,PHKB,16,0.16,trans
ENSG00000102897,LYRM1,16,0.087,trans
ENSG00000102898,NUTF2,16,0.09,trans
ENSG00000102900,NUP93,16,0.17,trans
ENSG00000102901,CENPT,16,0.817,trans
ENSG00000102904,TSNAXIP1,16,0.355,trans
ENSG00000102908,NFAT5,16,0.157,trans
ENSG00000102910,LONP2,16,0.193,trans
ENSG00000102921,N4BP1,16,0.123,trans
ENSG00000102931,ARL2BP,16,0.111,trans
ENSG00000102934,PLLP,16,0.202,trans
ENSG00000102935,ZNF423,16,0.493,trans
ENSG00000102962,CCL22,16,0.332,trans
ENSG00000102967,DHODH,16,0.253,trans
ENSG00000102970,CCL17,16,0.245,trans
ENSG00000102974,CTCF,16,0.098,trans
ENSG00000102977,ACD,16,0.108,trans
ENSG00000102978,POLR2C,16,0.089,trans
ENSG00000102981,PARD6A,16,0.191,trans
ENSG00000102984,ZNF821,16,0.134,trans
ENSG00000102996,MMP15,16,0.143,trans
ENSG00000103005,USB1,16,0.109,trans
ENSG00000103018,CYB5B,16,0.13,trans
ENSG00000103021,CCDC113,16,0.268,trans
ENSG00000103024,NME3,16,0.085,trans
ENSG00000103034,NDRG4,16,0.203,trans
ENSG00000103035,PSMD7,16,0.13,trans
ENSG00000103037,SETD6,16,0.131,trans
ENSG00000103042,SLC38A7,16,0.128,trans
ENSG00000103043,VAC14,16,0.157,trans
ENSG00000103044,HAS3,16,0.514,trans
ENSG00000103047,TANGO6,16,0.289,trans
ENSG00000103051,COG4,16,0.157,trans
ENSG00000103056,SMPD3,16,0.465,trans
ENSG00000103061,SLC7A6OS,16,0.168,trans
ENSG00000103064,SLC7A6,16,0.314,trans
ENSG00000103066,PLA2G15,16,0.121,trans
ENSG00000103067,ESRP2,16,0.207,trans
ENSG00000103089,FA2H,16,0.148,trans
ENSG00000103091,WDR59,16,0.189,trans
ENSG00000103111,MON1B,16,0.172,trans
ENSG00000103121,CMC2,16,0.162,trans
ENSG00000103126,AXIN1,16,0.17,trans
ENSG00000103145,HCFC1R1,16,0.117,trans
ENSG00000103148,NPRL3,16,0.51,trans
ENSG00000103150,MLYCD,16,0.224,trans
ENSG00000103152,MPG,16,0.088,trans
ENSG00000103154,NECAB2,16,0.271,trans
ENSG00000103160,HSDL1,16,0.201,trans
ENSG00000103168,TAF1C,16,0.519,trans
ENSG00000103174,NAGPA,16,0.107,trans
ENSG00000103175,WFDC1,16,0.233,trans
ENSG00000103184,SEC14L5,16,0.208,trans
ENSG00000103187,COTL1,16,0.087,trans
ENSG00000103194,USP10,16,0.11,trans
ENSG00000103196,CRISPLD2,16,0.312,trans
ENSG00000103197,TSC2,16,0.2,trans
ENSG00000103199,ZNF500,16,0.233,trans
ENSG00000103202,NME4,16,0.1,trans
ENSG00000103222,ABCC1,16,0.358,trans
ENSG00000103226,NOMO3,16,0.906,trans
ENSG00000103227,LMF1,16,0.173,trans
ENSG00000103241,FOXF1,16,0.394,trans
ENSG00000103245,CIAO3,16,0.138,trans
ENSG00000103248,MTHFSD,16,0.277,trans
ENSG00000103249,CLCN7,16,0.183,trans
ENSG00000103253,HAGHL,16,0.203,trans
ENSG00000103254,ANTKMT,16,0.099,trans
ENSG00000103257,SLC7A5,16,0.181,trans
ENSG00000103260,METRN,16,0.118,trans
ENSG00000103264,FBXO31,16,0.24,trans
ENSG00000103266,STUB1,16,0.114,trans
ENSG00000103269,RHBDL1,16,0.12,trans
ENSG00000103274,NUBP1,16,0.13,trans
ENSG00000103275,UBE2I,16,0.139,trans
ENSG00000103313,MEFV,16,0.268,trans
ENSG00000103319,EEF2K,16,0.766,trans
ENSG00000103326,CAPN15,16,0.281,trans
ENSG00000103335,PIEZO1,16,0.307,trans
ENSG00000103342,GSPT1,16,0.169,trans
ENSG00000103343,ZNF174,16,0.133,trans
ENSG00000103351,CLUAP1,16,0.305,trans
ENSG00000103353,UBFD1,16,0.298,trans
ENSG00000103355,PRSS33,16,0.32,trans
ENSG00000103356,EARS2,16,0.234,trans
ENSG00000103363,ELOB,16,0.173,trans
ENSG00000103365,GGA2,16,0.246,trans
ENSG00000103381,CPPED1,16,0.114,trans
ENSG00000103404,USP31,16,0.26,trans
ENSG00000103415,HMOX2,16,0.083,trans
ENSG00000103423,DNAJA3,16,0.093,trans
ENSG00000103426,CORO7-PAM16,16,1.285,trans
ENSG00000103429,BFAR,16,0.114,trans
ENSG00000103460,TOX3,16,0.302,trans
ENSG00000103479,RBL2,16,0.203,trans
ENSG00000103485,QPRT,16,0.113,trans
ENSG00000103489,XYLT1,16,0.266,trans
ENSG00000103490,PYCARD,16,0.104,trans
ENSG00000103494,RPGRIP1L,16,0.176,trans
ENSG00000103495,MAZ,16,0.148,trans
ENSG00000103496,STX4,16,0.125,trans
ENSG00000103502,CDIPT,16,0.094,trans
ENSG00000103507,BCKDK,16,0.087,trans
ENSG00000103510,KAT8,16,0.122,trans
ENSG00000103512,NOMO1,16,4.078,trans
ENSG00000103522,IL21R,16,3.41,trans
ENSG00000103528,SYT17,16,0.185,trans
ENSG00000103534,TMC5,16,0.298,trans
ENSG00000103540,CCP110,16,0.195,trans
ENSG00000103544,VPS35L,16,0.146,trans
ENSG00000103546,SLC6A2,16,0.24,trans
ENSG00000103549,RNF40,16,0.157,trans
ENSG00000103550,KNOP1,16,0.095,trans
ENSG00000103591,AAGAB,15,0.179,trans
ENSG00000103599,IQCH,15,0.413,trans
ENSG00000103642,LACTB,15,0.116,trans
ENSG00000103647,CORO2B,15,0.242,trans
ENSG00000103653,CSK,15,0.186,trans
ENSG00000103657,HERC1,15,0.253,trans
ENSG00000103671,TRIP4,15,0.162,trans
ENSG00000103707,MTFMT,15,0.222,trans
ENSG00000103710,RASL12,15,0.173,trans
ENSG00000103723,AP3B2,15,0.272,trans
ENSG00000103740,ACSBG1,15,0.266,trans
ENSG00000103742,IGDCC4,15,0.377,trans
ENSG00000103769,RAB11A,15,0.103,trans
ENSG00000103811,CTSH,15,0.082,trans
ENSG00000103852,TTC23,15,0.333,trans
ENSG00000103855,CD276,15,0.206,trans
ENSG00000103876,FAH,15,0.116,trans
ENSG00000103888,CEMIP,15,0.209,trans
ENSG00000103932,RPAP1,15,0.227,trans
ENSG00000103942,HOMER2,15,0.164,trans
ENSG00000103966,EHD4,15,0.148,trans
ENSG00000103978,TMEM87A,15,0.176,trans
ENSG00000103994,ZNF106,15,0.233,trans
ENSG00000103995,CEP152,15,0.283,trans
ENSG00000104043,ATP8B4,15,0.612,trans
ENSG00000104044,OCA2,15,0.407,trans
ENSG00000104047,DTWD1,15,0.311,trans
ENSG00000104055,TGM5,15,0.159,trans
ENSG00000104064,GABPB1,15,0.123,trans
ENSG00000104067,TJP1,15,0.106,trans
ENSG00000104081,BMF,15,0.504,trans
ENSG00000104093,DMXL2,15,0.291,trans
ENSG00000104112,SCG3,15,0.228,trans
ENSG00000104129,DNAJC17,15,0.186,trans
ENSG00000104131,EIF3J,15,0.1,trans
ENSG00000104133,SPG11,15,0.211,trans
ENSG00000104140,RHOV,15,0.123,trans
ENSG00000104142,VPS18,15,0.186,trans
ENSG00000104147,OIP5,15,0.196,trans
ENSG00000104154,SLC30A4,15,0.227,trans
ENSG00000104164,BLOC1S6,15,0.249,trans
ENSG00000104177,MYEF2,15,0.179,trans
ENSG00000104205,SGK3,8,0.112,trans
ENSG00000104213,PDGFRL,8,1.182,trans
ENSG00000104218,CSPP1,8,0.09,trans
ENSG00000104219,ZDHHC2,8,0.679,trans
ENSG00000104221,BRF2,8,0.131,trans
ENSG00000104228,TRIM35,8,0.233,trans
ENSG00000104231,ZFAND1,8,0.16,trans
ENSG00000104237,RP1,8,2.804,trans
ENSG00000104267,CA2,8,0.178,trans
ENSG00000104290,FZD3,8,0.101,trans
ENSG00000104299,INTS9,8,0.116,trans
ENSG00000104312,RIPK2,8,0.11,trans
ENSG00000104313,EYA1,8,2.629,trans
ENSG00000104320,NBN,8,0.179,trans
ENSG00000104324,CPQ,8,0.126,trans
ENSG00000104325,DECR1,8,0.11,trans
ENSG00000104327,CALB1,8,0.506,trans
ENSG00000104331,BPNT2,8,0.11,trans
ENSG00000104332,SFRP1,8,0.104,trans
ENSG00000104341,LAPTM4B,8,0.21,trans
ENSG00000104343,UBE2W,8,0.159,trans
ENSG00000104356,POP1,8,0.253,trans
ENSG00000104361,NIPAL2,8,0.128,trans
ENSG00000104365,IKBKB,8,0.252,trans
ENSG00000104368,PLAT,8,1.093,trans
ENSG00000104369,JPH1,8,0.179,trans
ENSG00000104371,DKK4,8,0.709,trans
ENSG00000104375,STK3,8,0.133,trans
ENSG00000104381,GDAP1,8,0.343,trans
ENSG00000104388,RAB2A,8,0.092,trans
ENSG00000104408,EIF3E,8,0.096,trans
ENSG00000104412,EMC2,8,0.12,trans
ENSG00000104413,ESRP1,8,0.09,trans
ENSG00000104415,CCN4,8,0.204,trans
ENSG00000104419,NDRG1,8,0.182,trans
ENSG00000104427,ZC2HC1A,8,0.211,trans
ENSG00000104435,STMN2,8,0.689,trans
ENSG00000104442,ARMC1,8,0.102,trans
ENSG00000104447,TRPS1,8,0.204,trans
ENSG00000104450,SPAG1,8,0.103,trans
ENSG00000104472,CHRAC1,8,0.084,trans
ENSG00000104490,NCALD,8,0.216,trans
ENSG00000104497,SNX16,8,0.129,trans
ENSG00000104517,UBR5,8,0.272,trans
ENSG00000104518,GSDMD,8,0.083,trans
ENSG00000104522,GFUS,8,0.089,trans
ENSG00000104524,PYCR3,8,0.292,trans
ENSG00000104529,EEF1D,8,0.079,trans
ENSG00000104537,ANXA13,8,2.388,trans
ENSG00000104549,SQLE,8,0.166,trans
ENSG00000104611,SH2D4A,8,0.154,trans
ENSG00000104613,INTS10,8,0.141,trans
ENSG00000104626,ERI1,8,0.103,trans
ENSG00000104635,SLC39A14,8,0.265,trans
ENSG00000104643,MTMR9,8,0.161,trans
ENSG00000104660,LEPROTL1,8,0.114,trans
ENSG00000104671,DCTN6,8,0.109,trans
ENSG00000104679,R3HCC1,8,0.141,trans
ENSG00000104687,GSR,8,0.56,trans
ENSG00000104689,TNFRSF10A,8,0.359,trans
ENSG00000104695,PPP2CB,8,0.116,trans
ENSG00000104714,ERICH1,8,0.108,trans
ENSG00000104723,TUSC3,8,0.106,trans
ENSG00000104728,ARHGEF10,8,0.097,trans
ENSG00000104731,KLHDC4,16,0.177,trans
ENSG00000104738,MCM4,8,0.22,trans
ENSG00000104756,KCTD9,8,0.157,trans
ENSG00000104763,ASAH1,8,0.419,trans
ENSG00000104765,BNIP3L,8,0.119,trans
ENSG00000104774,MAN2B1,19,0.12,trans
ENSG00000104783,KCNN4,19,0.098,trans
ENSG00000104805,NUCB1,19,0.73,trans
ENSG00000104808,DHDH,19,0.184,trans
ENSG00000104812,GYS1,19,0.136,trans
ENSG00000104814,MAP4K1,19,0.245,trans
ENSG00000104823,ECH1,19,0.152,trans
ENSG00000104824,HNRNPL,19,0.077,trans
ENSG00000104825,NFKBIB,19,0.118,trans
ENSG00000104835,SARS2,19,0.135,trans
ENSG00000104848,KCNA7,19,0.292,trans
ENSG00000104852,SNRNP70,19,0.155,trans
ENSG00000104853,CLPTM1,19,0.094,trans
ENSG00000104856,RELB,19,0.231,trans
ENSG00000104859,CLASRP,19,0.138,trans
ENSG00000104863,LIN7B,19,0.158,trans
ENSG00000104866,PPP1R37,19,0.107,trans
ENSG00000104870,FCGRT,19,0.096,trans
ENSG00000104872,PIH1D1,19,0.195,trans
ENSG00000104879,CKM,19,2.084,trans
ENSG00000104880,ARHGEF18,19,0.225,trans
ENSG00000104881,PPP1R13L,19,0.095,trans
ENSG00000104883,PEX11G,19,0.201,trans
ENSG00000104884,ERCC2,19,0.196,trans
ENSG00000104885,DOT1L,19,0.258,trans
ENSG00000104886,PLEKHJ1,19,0.171,trans
ENSG00000104888,SLC17A7,19,1.58,trans
ENSG00000104889,RNASEH2A,19,0.084,trans
ENSG00000104892,KLC3,19,0.09,trans
ENSG00000104894,CD37,19,0.451,trans
ENSG00000104897,SF3A2,19,0.114,trans
ENSG00000104899,AMH,19,0.272,trans
ENSG00000104901,DKKL1,19,0.136,trans
ENSG00000104903,LYL1,19,0.288,trans
ENSG00000104904,OAZ1,19,0.156,trans
ENSG00000104907,TRMT1,19,0.126,trans
ENSG00000104915,STX10,19,0.107,trans
ENSG00000104936,DMPK,19,0.144,trans
ENSG00000104946,TBC1D17,19,0.12,trans
ENSG00000104951,IL4I1,19,0.345,trans
ENSG00000104953,TLE6,19,0.238,trans
ENSG00000104957,YJU2B,19,0.147,trans
ENSG00000104960,PTOV1,19,0.085,trans
ENSG00000104964,TLE5,19,0.097,trans
ENSG00000104967,NOVA2,19,0.331,trans
ENSG00000104969,SGTA,19,0.095,trans
ENSG00000104970,KIR3DX1,19,3.42,trans
ENSG00000104972,LILRB1,19,2.375,trans
ENSG00000104973,MED25,19,0.094,trans
ENSG00000104976,SNAPC2,19,0.108,trans
ENSG00000104979,C19orf53,19,0.084,trans
ENSG00000104980,TIMM44,19,0.106,trans
ENSG00000104983,CCDC61,19,0.163,trans
ENSG00000104998,IL27RA,19,0.098,trans
ENSG00000105011,ASF1B,19,0.129,trans
ENSG00000105048,TNNT1,19,0.912,trans
ENSG00000105053,VRK3,19,0.186,trans
ENSG00000105058,FAM32A,19,0.123,trans
ENSG00000105063,PPP6R1,19,0.167,trans
ENSG00000105072,C19orf44,19,0.186,trans
ENSG00000105085,MED26,19,0.103,trans
ENSG00000105088,OLFM2,19,0.094,trans
ENSG00000105127,AKAP8,19,0.197,trans
ENSG00000105131,EPHX3,19,0.381,trans
ENSG00000105135,ILVBL,19,0.129,trans
ENSG00000105136,ZNF419,19,0.222,trans
ENSG00000105137,SYDE1,19,0.146,trans
ENSG00000105141,CASP14,19,0.293,trans
ENSG00000105143,SLC1A6,19,0.379,trans
ENSG00000105146,AURKC,19,0.337,trans
ENSG00000105171,POP4,19,0.251,trans
ENSG00000105173,CCNE1,19,0.262,trans
ENSG00000105176,URI1,19,0.256,trans
ENSG00000105185,PDCD5,19,0.159,trans
ENSG00000105186,ANKRD27,19,0.201,trans
ENSG00000105193,RPS16,19,0.082,trans
ENSG00000105197,TIMM50,19,0.131,trans
ENSG00000105202,FBL,19,0.085,trans
ENSG00000105204,DYRK1B,19,0.436,trans
ENSG00000105219,CCNP,19,0.157,trans
ENSG00000105220,GPI,19,0.088,trans
ENSG00000105221,AKT2,19,0.195,trans
ENSG00000105223,PLD3,19,0.093,trans
ENSG00000105227,PRX,19,0.277,trans
ENSG00000105229,PIAS4,19,0.119,trans
ENSG00000105245,NUMBL,19,0.134,trans
ENSG00000105248,YJU2,19,0.093,trans
ENSG00000105254,TBCB,19,0.121,trans
ENSG00000105258,POLR2I,19,0.171,trans
ENSG00000105270,CLIP3,19,0.202,trans
ENSG00000105278,ZFR2,19,0.485,trans
ENSG00000105281,SLC1A5,19,0.15,trans
ENSG00000105287,PRKD2,19,0.143,trans
ENSG00000105289,TJP3,19,0.103,trans
ENSG00000105290,APLP1,19,0.199,trans
ENSG00000105298,CACTIN,19,0.2,trans
ENSG00000105321,CCDC9,19,0.093,trans
ENSG00000105323,HNRNPUL1,19,0.149,trans
ENSG00000105325,FZR1,19,0.086,trans
ENSG00000105327,BBC3,19,0.112,trans
ENSG00000105329,TGFB1,19,0.259,trans
ENSG00000105339,DENND3,8,0.19,trans
ENSG00000105341,DMAC2,19,0.117,trans
ENSG00000105355,PLIN3,19,0.111,trans
ENSG00000105357,MYH14,19,0.154,trans
ENSG00000105364,MRPL4,19,0.096,trans
ENSG00000105366,SIGLEC8,19,0.241,trans
ENSG00000105369,CD79A,19,0.233,trans
ENSG00000105371,ICAM4,19,0.615,trans
ENSG00000105372,RPS19,19,0.105,trans
