SA535X4XB05985-A98262A-R04-C17,SA535X4XB05985-A98262A-R06-C09,SA535X4XB05985-A98262A-R07-C30,SA535X4XB05985-A98262A-R08-C07,SA535X4XB05985-A98262A-R09-C15,SA535X4XB05985-A98262A-R09-C25,SA535X4XB05985-A98262A-R09-C29,SA535X4XB05985-A98262A-R10-C24,SA535X4XB05985-A98262A-R11-C13,SA535X4XB05985-A98262A-R12-C44,SA535X4XB05985-A98262A-R13-C12,SA535X4XB05985-A98262A-R13-C15,SA535X4XB05985-A98262A-R14-C16,SA535X4XB05985-A98262A-R14-C21,SA535X4XB05985-A98262A-R16-C30
4_159500001_160000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_160000001_160500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_160500001_161000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_161500001_162000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_162000001_162500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_162500001_163000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_163000001_163500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_163500001_164000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_164000001_164500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_164500001_165000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_165500001_166000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_166000001_166500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_166500001_167000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_168000001_168500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_168500001_169000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_169000001_169500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_169500001_170000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_170500001_171000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_171500001_172000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_172000001_172500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_172500001_173000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_173000001_173500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_173500001_174000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_174000001_174500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_174500001_175000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_175000001_175500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_176000001_176500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_176500001_177000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_177000001_177500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_177500001_178000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_178000001_178500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_178500001_179000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_179000001_179500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_179500001_180000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_180000001_180500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_180500001_181000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_181000001_181500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_181500001_182000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_182500001_183000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_183000001_183500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_183500001_184000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_184000001_184500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_184500001_185000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_185000001_185500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_185500001_186000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_186000001_186500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_186500001_187000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_187000001_187500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_188000001_188500000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_188500001_189000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
4_189500001_190000000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
5_1000001_1500000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_2000001_2500000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_2500001_3000000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_3000001_3500000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_3500001_4000000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_4000001_4500000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_4500001_5000000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_5000001_5500000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_5500001_6000000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_6000001_6500000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_6500001_7000000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_7500001_8000000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_8000001_8500000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_8500001_9000000,8,5,5,5,6,7,6,5,5,6,4,5,6,6,5
5_9000001_9500000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_9500001_10000000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_10000001_10500000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_10500001_11000000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_11000001_11500000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_11500001_12000000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_12000001_12500000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_12500001_13000000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_13500001_14000000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_14000001_14500000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_14500001_15000000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_15000001_15500000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_16000001_16500000,8,5,5,5,6,7,6,5,5,6,5,5,6,6,5
5_16500001_17000000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,5
5_17000001_17500000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,5
5_18000001_18500000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,5
5_18500001_19000000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,5
5_19000001_19500000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,5
5_19500001_20000000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,5
5_20000001_20500000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,5
5_20500001_21000000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,5
5_22500001_23000000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,6
5_23000001_23500000,7,5,5,5,5,6,5,5,5,6,5,5,6,6,6
5_23500001_24000000,7,4,5,5,5,6,5,5,5,6,5,5,5,6,6
5_24000001_24500000,7,4,5,5,5,6,5,5,5,6,5,5,5,6,6
5_24500001_25000000,7,4,5,5,5,6,5,5,5,6,5,5,5,6,6
5_25500001_26000000,7,4,5,5,5,6,5,5,5,6,5,5,5,6,6
5_26000001_26500000,7,4,5,5,5,6,5,5,5,6,5,5,5,6,6
5_26500001_27000000,7,4,5,5,5,6,5,5,5,6,5,5,5,6,6
5_27000001_27500000,7,4,5,5,5,6,5,5,5,6,5,5,5,6,6
5_27500001_28000000,7,4,5,6,5,6,5,5,5,6,5,5,5,6,6
5_28000001_28500000,7,4,5,6,5,6,5,5,5,6,5,5,5,6,6
5_29500001_30000000,7,4,5,6,5,7,5,5,5,6,5,5,5,6,6
5_30500001_31000000,8,5,5,6,5,7,6,5,5,6,5,5,6,6,6
5_31000001_31500000,8,5,5,6,5,7,6,5,5,6,5,5,6,6,6
5_31500001_32000000,8,5,5,6,5,7,6,5,5,6,5,5,6,6,6
5_32000001_32500000,8,5,5,6,5,7,6,5,5,6,5,5,6,6,6
5_33500001_34000000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_34500001_35000000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_35000001_35500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_35500001_36000000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_36000001_36500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_36500001_37000000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_37000001_37500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_37500001_38000000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_38000001_38500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_38500001_39000000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_39000001_39500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_40000001_40500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_41000001_41500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_41500001_42000000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_42000001_42500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_43000001_43500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_44000001_44500000,8,5,5,6,6,7,6,5,5,6,5,5,6,6,6
5_44500001_45000000,8,5,5,6,6,7,5,5,5,6,5,5,6,6,6
5_45000001_45500000,8,5,5,6,6,7,5,5,5,6,4,5,6,6,6
5_49500001_50000000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_50000001_50500000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_51000001_51500000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_51500001_52000000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_52000001_52500000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_52500001_53000000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_53000001_53500000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_53500001_54000000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_54000001_54500000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_54500001_55000000,4,4,3,4,3,4,5,4,4,4,4,3,3,2,3
5_55000001_55500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_55500001_56000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_56000001_56500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_57000001_57500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_58000001_58500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_58500001_59000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_59000001_59500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_59500001_60000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_60000001_60500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_60500001_61000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_61000001_61500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_61500001_62000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_63000001_63500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_63500001_64000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_64500001_65000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_65000001_65500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_65500001_66000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_66000001_66500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_66500001_67000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_67500001_68000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_68000001_68500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_71000001_71500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_71500001_72000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_72000001_72500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_72500001_73000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_73000001_73500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_73500001_74000000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_74000001_74500000,4,4,3,4,3,4,4,4,4,4,4,3,3,2,3
5_75500001_76000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_76000001_76500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_76500001_77000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_77000001_77500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_78500001_79000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_79500001_80000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_80000001_80500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_81000001_81500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_82000001_82500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_83000001_83500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_83500001_84000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_84000001_84500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_84500001_85000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_85000001_85500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_86000001_86500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_86500001_87000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_87000001_87500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_87500001_88000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_88000001_88500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_88500001_89000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_89000001_89500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_90000001_90500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_90500001_91000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_91000001_91500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_92000001_92500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_93000001_93500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_93500001_94000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_94000001_94500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_94500001_95000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_95000001_95500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_95500001_96000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_96000001_96500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_97500001_98000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_98000001_98500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_98500001_99000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_100000001_100500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_102500001_103000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_103000001_103500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_104000001_104500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_104500001_105000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_105000001_105500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_105500001_106000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_106500001_107000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_107000001_107500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_107500001_108000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_108000001_108500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_109000001_109500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_109500001_110000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_110000001_110500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_111000001_111500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_111500001_112000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_112000001_112500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_112500001_113000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_113000001_113500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_113500001_114000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_114000001_114500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_114500001_115000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_115000001_115500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_115500001_116000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_116000001_116500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_116500001_117000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_117000001_117500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_117500001_118000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_118000001_118500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_118500001_119000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_120000001_120500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_120500001_121000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_121000001_121500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_122000001_122500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_122500001_123000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_123000001_123500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_123500001_124000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_124000001_124500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_124500001_125000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_125000001_125500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_125500001_126000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_126500001_127000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_127500001_128000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_128000001_128500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_128500001_129000000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_129000001_129500000,4,4,3,4,3,4,3,4,4,4,4,3,3,2,3
5_129500001_130000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_130500001_131000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_131000001_131500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_131500001_132000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_132000001_132500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_133000001_133500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_133500001_134000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_134000001_134500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_134500001_135000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_135000001_135500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_135500001_136000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_136500001_137000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_137000001_137500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_137500001_138000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_139000001_139500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_139500001_140000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_140000001_140500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_140500001_141000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_141000001_141500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_141500001_142000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_142000001_142500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_142500001_143000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_143000001_143500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_143500001_144000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_145000001_145500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_145500001_146000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_146000001_146500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_146500001_147000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_148000001_148500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_148500001_149000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_149000001_149500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_149500001_150000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_150000001_150500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_150500001_151000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_152500001_153000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_153000001_153500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_153500001_154000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_154000001_154500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_154500001_155000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_155500001_156000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_156500001_157000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_157000001_157500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_157500001_158000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_158000001_158500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_158500001_159000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_159000001_159500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_159500001_160000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_160500001_161000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_161000001_161500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_161500001_162000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_162500001_163000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_163000001_163500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_163500001_164000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_164000001_164500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_164500001_165000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_165000001_165500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_165500001_166000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_166500001_167000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_167000001_167500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_167500001_168000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_168000001_168500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_168500001_169000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_169000001_169500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_169500001_170000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_170000001_170500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_170500001_171000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_171000001_171500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_171500001_172000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_172000001_172500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_173000001_173500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_173500001_174000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_174000001_174500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_174500001_175000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_175000001_175500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_176000001_176500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_176500001_177000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_177500001_178000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_178000001_178500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_178500001_179000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_179000001_179500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_179500001_180000000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
5_180000001_180500000,4,4,3,3,3,4,3,4,4,4,4,3,3,2,3
6_1500001_2000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_2500001_3000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_3000001_3500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_3500001_4000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_4000001_4500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_4500001_5000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_5000001_5500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_5500001_6000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_6500001_7000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_7000001_7500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_7500001_8000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_8000001_8500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_9000001_9500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_10000001_10500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_10500001_11000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_11000001_11500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_11500001_12000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_12000001_12500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_12500001_13000000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
6_13000001_13500000,4,4,5,3,4,4,4,4,3,4,5,4,4,2,3
