DOB,Transplant Date,,Transplant site,Age at transplant,Strain,Tumor ID,Patient ID,SA ID,Passage,Source type,Treatment naive/pre,Date of Dx,Age at Dx,Metastasis,Mets at Dx,Date of mets Dx,Mets site,SQL Barcode,Cage,Comments for surgery,Wound dehiscence,,,DLP ID,10X ID,Intrathoracic Mass,Histology,Cell suspension vol (ul),Last tumor palpation,,Next tumor palpation,,Primary tumor removal,12 wks from PTR,16 wks from PTR,Euthanize,PTR-Mets,Time to mets detection,PET/CT,Second surgery,8wks after PTR,Metastasis,metastatic site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2021,5/30/21,B,MFP,,NSG,X2911-263,PBC02911,SA1141,3,,,,,,,,,4276,HL210530(1),,,"PTR on Sep 17/21, large hematoma, a large amount of blood gushed out when tumor was ruptured, no solid tumor mass, mouse euthanized.",,,,,,,,,,,9/17/21,,,9/17/21,,,,,,,,9/10/21,624.3,9/14/21,1386.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2021,5/30/21,N,MFP,,NSG,X2911-264,PBC02911,SA1141,3,,,,,,,,,4277,HL210530(1),,,"PTR on Oct 4/21, large hematoma, removed with minor bleeding, FFPEx1, OCTx1, TPx2, FFx2, VFx4",,,,,,,,,,,10/4/21,,,,,,,,,,,9/10/21,268.9,9/14/21,456.4,9/17/21,459.1,9/20/21,463.2,9/23/21,487,9/27/21,783.9,9/30/21,900,10/4/21,1543.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,5/30/21,R,MFP,,NSG,X0011-23615221,CBX011,SA535,8,,,,,,,,,4278,HL210530(2),used 2 TP vials for transplant into 4 mice,,"PTR on Nov 8/21, FFPEx1, OCTx1, TPx2, FFx2, VFx4. Mouse died during procedure.",,,,,,,,,,,11/8/21,,,11/8/21,,,,,,,,9/30/21,180.9,10/4/21,212.3,10/8/21,326,10/12/21,385.7,10/15/21,385.7,10/21/21,446.5,10/25/21,588.1,10/28/21,665.6,11/1/21,665.6,11/4/21,889.7,11/8/21,1172.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,5/30/21,L,MFP,,NSG,X0011-23615222,CBX011,SA535,8,,,,,,,,,4279,HL210530(2),used 2 TP vials for transplant into 4 mice,,"PTR on Sep6/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4

11 STPT vials from SA535 (04279, 04280, 04281) has been sent to UK (Dario Bressan, Fatime Qosaj) on Jan 19/22 - need to assign AT barcodes","small palpable tumour recur on Oct28/21, axillary palpable on Nov 18.
Euth on Dec 16/21, large tumour recur and another SQ mass. Left large axillary mass (Axim1) and small deep axillary mass (Axim2). Abdominal mass, lumbar mass behind abdominal mass attached to spine.
TR: FFPEx1, OCTx1, STPTx1, VFx6, SQ: FFPEx1, VFx2, Axim1: FFPEx1, OCTx1, STPTx1, FFx2, VFx6, Axim2: FFPEx1. VFx4. Abd: FFPEx1, OCTx1, STPTx1, FFx2, VFx4, Lumbar: FFPEx1, VFx4, lung (agarose inflated FFPEx1, OCTx1, STPTx1, VFx2)",,,,,,,,,,9/6/21,,,12/16/21,,,,,,,,8/3/21,230.7,8/6/21,361.8,8/10/21,447,8/13/21,548,8/17/21,432.5,8/23/21,772.3,8/27/21,869.8,8/31/21,932.6,9/3/21,977.5,9/7/21,1332.6,9/10/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,5/30/21,B,MFP,,NSG,X0011-23615223,CBX011,SA535,8,,,,,,,,,4280,HL210530(2),used 2 TP vials for transplant into 4 mice,,"PTR on Sep 17/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","left axillary mass palpable on Nov 7/21, Euth on Nov 24/21, huge left axillary mass (FFPEx1, OCTx1, STPTx1, TPx2, FFx2, VFx6), lung (agarose inflated FFPEx1, OCTx1, STPTx1, VFx2)",,,,,,,,,,9/17/21,,,11/24/21,,,,,,,,8/3/21,111.1,8/6/21,161,8/10/21,325.9,8/13/21,291.1,8/17/21,289.6,8/23/21,473.7,8/27/21,383.1,8/31/21,432.5,9/3/21,624.3,9/7/21,727.8,9/10/21,781.6,9/14/21,921,9/17/21,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,5/30/21,N,MFP,,NSG,X0011-23615224,CBX011,SA535,8,,,,,,,,,4281,HL210530(2),used 2 TP vials for transplant into 4 mice,,"PTR on Oct 12/21, FFPEx1, OCTx1, TPx2, FFx2, VFx4.","left axillary mass palpable on Jan4/22, euth on Jan11/22, large left axillary mass, two small liver mets identified (1-2mm in size)
Axim (FFPEx1, OCTx1, STPTx1, FFx2, VFx4), Lung (lung dissociation kit, VFx2, agarose inflation FFPEx1, OCTx1, STPTx1), Liver (FFPEx1, STPTx1)
Axim samples left in empty vials for 2-3 days before adding formalyn.",,,,,,,,,,10/12/21,,,1/11/22,,,,,,,,8/3/21,0.0,8/6/21,189.1,8/10/21,318.2,8/13/21,264.3,8/17/21,297.2,8/23/21,403.7,8/27/21,370.6,8/31/21,374.8,9/3/21,508,9/7/21,673.2,9/10/21,584.3,9/14/21,660.2,9/17/21,783.9,9/20/21,797.4,9/23/21,796.8,9/27/21,796.8,9/30/21,796.8,10/4/21,796.8,10/8/21,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2021,6/5/21,R,MFP,,NSG,X2673-111,PBC02673,SA1142,3,,,,,,,,,4283,HL210605(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2021,6/5/21,L,MFP,,NSG,X2673-112,PBC02673,SA1142,3,,,,,,,,,4284,HL210605(1),small mass palpable on Dec20/21,,"PTR on Mar9/22, FFx1, VFx2",,,,,,,,,,,3/9/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2021,6/5/21,B,MFP,,NSG,X2673-113,PBC02673,SA1142,3,,,,,,,,,4285,HL210605(1),,,"PTR on Mar9/22, FFPEx1, STPTx1, OCTx1, FFx2, VFx4","Euth on Mar9/22, opened peritoneum, major bleeding during tumor removal",,,,,,,,,,3/9/22,,,3/9/22,,,,,,,,1/10/22,175.1,1/13/22,175.1,1/17/22,185.7,1/20/22,198.1,1/24/22,198.1,1/28/22,200.5,1/31/22,224.5,2/3/22,353.2,2/7/22,353.2,2/19/22,450.7,2/22/22,506.8,2/28/22,621.8,3/7/22,644.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2021,6/5/21,N,MFP,,NSG,X2673-114,PBC02673,SA1142,3,,,,,,,,,4286,HL210605(1),,,"PTR on Dec 13/21, FFPEx1, FFx2, TPx2, VFx4, OCTx1",,,,,,,,,,,12/13/21,,,,,,,,,,,9/20/21,71.5,9/23/21,265.1,9/27/21,265.1,9/30/21,265.1,10/4/21,265.1,10/8/21,300.7,10/12/21,326.9,10/15/21,326.9,10/21/21,374.5,10/25/21,374.5,10/28/21,394.6,11/1/21,394.6,11/4/21,394.6,11/8/21,394.6,11/12/21,412.8,11/15/21,431.3,11/18/21,431.3,11/22/21,431.3,11/25/21,450.3,11/29/21,439.2,12/2/21,606.8,12/6/21,606.8,12/10/21,606.8,12/13/21,606.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2021,6/5/21,R,MFP,,NSG,X2673-135,PBC02673,SA1142,3,,,,,,,,,4287,HL210605(2),,,"PTR on Mar9/22, FFPEx1, OCTx1, FFx2, VFx4",,,,,,,,,,,3/9/22,,,,,,,,,,,2/7/22,149.5,2/19/22,149.5,2/22/22,307.7,2/28/22,404.9,3/7/22,453.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2021,6/5/21,L,MFP,,NSG,X2673-136,PBC02673,SA1142,3,,,,,,,,,4288,HL210605(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2021,6/5/21,B,MFP,,NSG,X2673-137,PBC02673,SA1142,3,,,,,,,,,4289,HL210605(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2021,6/5/21,N,MFP,,NSG,X2673-138,PBC02673,SA1142,3,,,,,,,,,4290,HL210605(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2021,6/11/21,R,MFP,,NSG,X0847-2112255,VBA0847,SA919,7,,,,,,,,,4309,HL210611(1),,,,"sick report on Feb16/22, euth by staff",,,,,,,,,,,,,2/16/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2021,6/11/21,L,MFP,,NSG,X0847-2112256,VBA0847,SA919,7,,,,,,,,,4310,HL210611(1),,,"PTR on Sep28/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report Jan10/22 (wt loss), Euth Jan11/22, no evidence of metastasis",,,,,,,,,,9/28/21,,,1/11/22,,,,,,,,8/31/21,151.8,9/3/21,300.2,9/7/21,332.2,9/10/21,444.5,9/14/21,634.4,9/17/21,776.2,9/20/21,742,9/23/21,949,9/27/21,1071.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2021,6/11/21,B,MFP,,NSG,X0847-2112257,VBA0847,SA919,7,,,,,,,,,4311,HL210611(1),,,"PTR on Oct 5/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4",,,,,,,,,,,10/5/21,,,,,,,,,,,9/14/21,362.4,9/17/21,469.6,9/20/21,394.6,9/23/21,478.7,9/27/21,635.5,9/30/21,797.4,10/4/21,888.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2021,6/11/21,N,MFP,,NSG,X0847-2112258,VBA0847,SA919,7,,,,,,,,,4312,HL210611(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2021,6/11/21,R,MFP,,NSG,X0847-2112259,VBA0847,SA919,7,,,,,,,,,4313,HL210611(2),small mass palpable on Dec20/21,,"PTR on Jan 17/22, major bleeding, euthanized. FFPEx2, FFx2, TPx2, VFx4",euth Jan17/22,,,,,,,,,,1/17/22,,,1/17/22,,,,,,,,1/4/22,463.3,1/10/22,631.2,1/13/22,631.2,1/17/22,999.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2021,6/11/21,L,MFP,,NSG,X0847-211225A,VBA0847,SA919,7,,,,,,,,,4314,HL210611(2),,,,"no tumour development in over 8 months, euth Feb19/22, no mets",,,,,,,,,,,,,2/19/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2021,6/11/21,B,MFP,,NSG,X0847-211225B,VBA0847,SA919,7,,,,,,,,,4315,HL210611(2),,,,"no tumour development in over 8 months, euth Feb19/22, no mets",,,,,,,,,,,,,2/19/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2021,6/11/21,N,MFP,,NSG,X0847-211225C,VBA0847,SA919,7,,,,,,,,,4316,HL210611(2),,,,"no tumour development in over 8 months, euth Feb19/22, no mets",,,,,,,,,,,,,2/19/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2021,6/26/21,R,MFP,,NSG,X0847-21641,VBA0847,SA919,5,,,,,,,,,4323,HL210626(1),,,"PTR on Oct 13/21, FFPEx1, TPx2, FFx2, VFx4, 1TP used for mixing with BEP","sick report Jan18/22, no evidence of metastasis",,,,,,,,,,10/13/21,,,1/18/22,,,,,,,,9/10/21,202.2,9/14/21,233.5,9/17/21,354.4,9/20/21,333.2,9/23/21,448.9,9/27/21,468.7,9/30/21,468.7,10/4/21,843.3,10/8/21,982.9,10/12/21,1150.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2021,6/26/21,L,MFP,,NSG,X0847-21642,VBA0847,SA919,5,,,,,,,,,4324,HL210626(1),,,"PTR on Sep12/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report on Dec24/21, euthanized by staff",,,,,,,,,,9/12/21,,,12/24/21,,,,,,,,8/31/21,255.9,9/3/21,590.3,9/7/21,782.7,9/10/21,1006.2,9/12/21,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2021,6/26/21,B,MFP,,NSG,X0847-21122531,VBA0847,SA919,8,,,,,,,,,4325,HL210626(1),,,"PTR on Oct 13/21, FFPEx1, TPx1, FFx2, VFx3, 1TP used for mixing with REP","sick report on Feb8/22, euth Feb9/22, no evidence of metastasis",,,,,,,,,,10/13/21,,,2/9/22,,,,,,,,10/4/21,182.1,10/8/21,336.7,10/12/21,455.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2021,6/26/21,N,MFP,,NSG,X0847-21122532,VBA0847,SA919,8,,,,,,,,,4326,HL210626(1),,,,"no tumour development in over 7 months, euth Feb9/22, no mets",,,,,,,,,,,,,2/9/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2021,6/26/21,R,MFP,,NSG,X0847-2164-21122531,VBA0847,SA919,,X4+X7 (1:1) Clone A+B,,,,,,,,4327,HL210626(2),,,"PTR on Oct 4/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report Jan30/22, euth Jan31/22, no evidence of metastasis",,,,,,,,,,10/4/21,,,1/31/22,,,,,,,,9/14/21,268.2,9/17/21,374.5,9/20/21,430.6,9/23/21,666.8,9/27/21,666.8,9/30/21,769.7,10/4/21,942.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2021,6/26/21,L,MFP,,NSG,X0847-2164-21122532,VBA0847,SA919,,X4+X7 (1:1),,,,,,,,4328,HL210626(2),,,"PTR on Oct 5/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4","sick report Jan18/22, no evidence of metastasis",,,,,,,,,,10/5/21,,,1/18/22,,,,,,,,9/10/21,193.1,9/14/21,290,9/17/21,342.4,9/20/21,391.7,9/23/21,489.3,9/27/21,617.9,9/30/21,691.9,10/4/21,844.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2021,6/26/21,B,MFP,,NSG,X0847-2164-21122533,VBA0847,SA919,,X4+X7 (1:1),,,,,,,,4329,HL210626(2),,,"PTR on Sep 28/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx2, VFx4","sick report on Jan26/21, euthanized, no evidence of metastasis",,,,,,,,,,9/28/21,,,1/26/22,,,,,,,,9/14/21,321.3,9/17/21,499.2,9/20/21,533,9/23/21,818,9/27/21,939.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2021,6/26/21,N,MFP,,NSG,X0847-2164-21122534,VBA0847,SA919,,X4+X7 (1:1),,,,,,,,4330,HL210626(2),,,"PTR on Sep7/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report on Dec15/21, euthanized, no evidence of metastasis",,,,,,,,,,9/7/21,,,12/15/21,,,,,,,,8/27/21,313.9,8/31/21,551.7,9/3/21,730.4,9/7/21,1096.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,6/26/21,R,MFP,,NSG,X0847-2164-21122535,VBA0847,SA919,,X4+X7 (1:0.25),,,,,,,,4331,HL210626(3),,,"PTR on Sep 17/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report Jan10/22 (rt eye discharge), euth Jan11/22, no evidence of metastasis",need to compare replicates that developed and didn't develop mets.,,,,,,,,,9/17/21,,,1/11/22,,,,,,,,9/7/21,546.0,9/10/21,711,9/14/21,988.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,6/26/21,L,MFP,,NSG,X0847-2164-21122536,VBA0847,SA919,,X4+X7 (1:0.25),,,,,,,,4332,HL210626(3),,,"PTR on Sep 17/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report on Jan7/22, euthanized Jan7/22, no evidence of metastasis.",,,,,,,,,,9/17/21,,,1/7/22,,,,,,,,8/31/21,370.7,9/3/21,409.3,9/7/21,382.6,9/10/21,769.7,9/14/21,1071.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,6/26/21,B,MFP,,NSG,X0847-2164-21122537,VBA0847,SA919,,X4+X7 (1:0.25),,,,,,,,4333,HL210626(3),,,"PTR on Sep7/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report on Dec31/21, euthanized on Jan1/22, no palpable mass, lumbar mass attached to spine.
Lumbar (FFPEx1, FFx2, VFx4)",,,,,,,,,,9/7/21,,,1/1/22,,,,,,,,8/27/21,293.7,8/31/21,630.6,9/3/21,860.6,9/7/21,1322.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,6/26/21,N,MFP,,NSG,X0847-2164-21122538,VBA0847,SA919,,X4+X7 (1:0.25),,,,,,,,4334,HL210626(3),,,"PTR on Sep 20/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report on Jan13/22, euthanized, left axillary mass 
Axim (FFPEx1,  STPTx1, FFx2, VFx4)",,,,,,,,,,9/20/21,,,1/13/22,,,,,,,,8/31/21,271.3,9/3/21,299.5,9/7/21,530.4,9/10/21,568.2,9/14/21,859.6,9/17/21,997.63,9/20/21,1132.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,7/1/21,R,MFP,,NSG,X0847-21643,VBA0847,SA919,,X4 (X0847-2164 Axim),,,,,,,,4338,HL210701(1),,,"PTR on Sep 17/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","small post neck mass palpable on Dec13/21, sick report Jan1/22, euth on Jan 4/22, large posterior neck mass.
postneck (FFPEx1, OCTx1, FFx2, VFx4)",,,,,,,,,,9/17/21,,,1/4/22,,,,,,,,8/27/21,390.6,8/31/21,349.6,9/3/21,578.2,9/7/21,730.3,9/10/21,818,9/14/21,878.5,9/17/21,1103.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,7/1/21,L,MFP,,NSG,X0847-21644,VBA0847,SA919,,X4 (X0847-2164 Axim),,,,,,,,4339,HL210701(1),,,"PTR on Sep 25/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx3, VFx4, 1 TP used for mixing with HL210701(1)B","euth on Mar7/22, no evidence of metastasis",,,,,,,,,,9/25/21,,,3/7/22,,,,,,,,8/31/21,183.5,9/3/21,324.1,9/7/21,336.1,9/10/21,537.6,9/14/21,677.8,9/17/21,824.9,9/20/21,688,9/23/21,851.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,7/1/21,B,MFP,,NSG,X0847-21122521,VBA0847,SA919,,X7 (X0847-2112252 spinal met),,,,,,,,4340,HL210701(1),,,"PTR on Sep 25/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx3, VFx4, 1 TP used for mixing with HL210701(1)L","small post neck mass palpable on Dec20/21, sick report Jan1/22, euth on Jan 4/22, small posterior and anterior neck mass.
postneck (FFPEx1, FFx2, VFx2), anterior neck (FFPEx1, FFx2, VFx2)",,,,,,,,,,9/25/21,,,1/4/22,,,,,,,,9/10/21,282.3,9/14/21,508.2,9/17/21,578.9,9/20/21,584.3,9/23/21,820.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,7/1/21,N,MFP,,NSG,X0847-21122522,VBA0847,SA919,,X7 (X0847-2112252 spinal met),,,,,,,,4341,HL210701(1),,,"PTR on Oct 4/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report on Jan10/22 (wt loss), Euth on Jan11, post-neck mass, small lumbar mass.
Post-neck (FFPEx1, FFx2, VFx4), lumbar(VFx2)",,,,,,,,,,10/4/21,,,1/11/22,,,,,,,,9/14/21,322.9,9/17/21,378.9,9/20/21,370.5,9/23/21,534.4,9/27/21,749.6,9/30/21,973.4,10/4/21,1018.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,7/1/21,R,MFP,,NSG,X0847-2164-21122521,VBA0847,SA919,,"X4 (X0847-2164 Axim) + X7 (X0847-2112252 spinal met)
Clone A+C",,,,,,,,4342,HL210701(2),,,"PTR on Sep 20/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","small post neck mass palpable on Dec13/21, Euth on Dec21/21.
posterior neck mass, small anterior neck mass, right lumbar mass attached to spine, small left axillary mass
postneck (FFPEx1, FFx2, VFx4), anterior neck (VFx2), axillary (VFx2), lumbar (FFPEx1, FFx2, VFx4)",,,,,,,,,,9/20/21,,,12/21/21,,,,,,,,8/27/21,138.3,8/31/21,228.2,9/3/21,367.9,9/7/21,572.9,9/10/21,618.7,9/14/21,646.8,9/17/21,983.4,9/20/21,825.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,7/1/21,L,MFP,,NSG,X0847-2164-21122522,VBA0847,SA919,,X4 (X0847-2164 Axim) + X7 (X0847-2112252 spinal met),,,,,,,,4343,HL210701(2),,,"PTR on Oct 12/21, FFPEx1, OCTx1, TPx2, FFx2, VFx4.","sick report d/t wt loss, ruffled, reduced activity, Euth on Dec11/21 by staff (on weekend)
cervical neck mass, anterior neck mass, small nodules at left retroperitoneal area near lumbar spine identified at necropsy, no sample taken for processing",,,,,,,,,,10/12/21,,,12/11/21,,,,,,,,9/10/21,210.3,9/14/21,290,9/17/21,378.5,9/20/21,378.5,9/23/21,378.5,9/27/21,371.9,9/30/21,413.3,10/4/21,750.1,10/8/21,807.3,10/12/21,1127.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,7/1/21,B,MFP,,NSG,X0847-2164-21122523,VBA0847,SA919,,X4 (X0847-2164 Axim) + X7 (X0847-2112252 spinal met),,,,,,,,4344,HL210701(2),,,"PTR on Oct 12/21, FFPEx1, OCTx1, TPx2, FFx2, VFx4.","sick report, Euth on Dec21/21. Small spinal mass at lumbar level, too small to collect.",,,,,,,,,,10/12/21,,,12/21/21,,,,,,,,9/14/21,177.4,9/17/21,231.1,9/20/21,250.6,9/23/21,298.6,9/27/21,370.7,9/30/21,671.9,10/4/21,723.6,10/8/21,939.4,10/12/21,1180.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2021,7/1/21,N,MFP,,NSG,X0847-2164-21122524,VBA0847,SA919,,X4 (X0847-2164 Axim) + X7 (X0847-2112252 spinal met),,,,,,,,4345,HL210701(2),,,"PTR on Sep6/21, minor bleeding, FFPEx1, OCTx1, STPTx1, FFx2, TPx2, VFx4","sick report d/t ataxia lt hind legs, Euth on Dec 13/21
cervical neck mass (FFPEx1, VFx4), anterior neck mass (small, VFx2), abdominal mass (small, VFx2) near lumbar spine collected.",,,,,,,,,,9/6/21,,,12/13/21,,,,,,,,8/27/21,418.8,8/31/21,752.1,9/3/21,921.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2021,8/13/21,R,MFP,,NSG,X0847-21122511,VBA0847,SA919,8,X7(X0847-2112251 prim),,,,,,,,4403,HL210813(1),,,"PTR on Jan 17/22, minor bleeding, FFPEx1, STPTx1, FFx2, TPx2, VFx4","sick report Feb16/22 (large mass?), euth Feb19/22, no evidence of metastasis",,,,,,,,,,1/17/22,,,2/19/22,,,,,,,,1/4/22,315.5,1/10/22,315.5,1/13/22,524.4,1/17/22,649.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2021,8/13/21,L,MFP,,NSG,X0847-21122512,VBA0847,SA919,8,X7(X0847-2112251 prim),,,,,,,,4404,HL210813(1),,,"PTR on Oct 31/21, minor bleeding, FFPEx1, OCTx1, FFx2, TPx3, VFx4/ TPx1 used for mixing","Euth on Mar7/22, large posterior neck mass.
postneck (FFPEx1, FFx2, VFx4, OCTx1)",,,,,,,,,,10/31/21,,,3/7/22,,,,,,,,10/15/21,349.6,10/21/21,525.3,10/25/21,751,10/28/21,763.9,11/1/11,763.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
